  [1]: https://www.ons.gov.uk/businessindustryandtrade/constructionindustry/bulletins/constructionoutputingreatbritain/previousReleases]","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2008 JAN","84.4","86.8","108.9","254.2","88.8","262.4","91.3","89.1","80.5","105.2","96.6","94.7","30.8","131.8","70.5","68.1","66.4","87.0","92.0","89.4","99.7","86.5","78.7","0.0","6.4","-0.6","-5.0","0.0","-2.9","2.7","-0.3","0.1","-0.8","0.7","2.2","-0.2","0.7","-0.4","-0.5","3.4","-2.3","3.1","0.0","-1.0","-3.2","-9.7","3.6","14.0","-0.9","-8.0","1.5","-8.5","-1.6","-2.0","4.9","1.9","7.8","5.5","13.2","18.8","1.1","3.1","6.2","-2.5","-0.2","1.4","5.9","0.1","-24.8","0.9","11.3","0.4","-1.0","1.1","-2.8","-0.6","1.0","0.9","0.3","2.3","0.9","1.7","2.4","0.9","-0.2","1.2","-0.4","-0.9","0.9","2.8","3.5","-7.2","3.8","5.1","-0.7","-5.0","1.1","-7.1","-1.5","-1.9","5.2","1.9","5.8","4.3","13.9","22.5","0.9","3.0","5.8","-1.4","-2.1","2.5","1.7","-0.2","-18.6","0.00","0.04","-0.09","-0.08","0.00","-0.04","0.03","-0.02","0.06","-0.09","0.03","0.06","-0.01","0.07","-0.05","-0.04","0.14","-0.11","0.17","0.00","-0.01","-0.05","-0.01","3.62","0.09","-0.14","-0.14","0.17","-0.13","-0.02","-0.14","3.79","0.22","0.31","0.15","0.77","1.55","0.14","0.21","0.25","-0.13","-0.01","0.10","0.08","0.00","-0.04","0.86","0.07","0.06","-0.02","0.12","-0.04","-0.01","0.07","0.67","0.03","0.09","0.02","0.11","0.22","0.11","-0.01","0.05","-0.02","-0.05","0.06","0.04","0.05","-0.01","3.78","0.03","-0.11","-0.09","0.12","-0.11","-0.02","-0.13","3.97","0.22","0.23","0.12","0.80","1.79","0.12","0.21","0.23","-0.07","-0.12","0.17","0.02","0.00","-0.03"
"2008 FEB","85.0","91.7","110.7","256.0","91.1","255.8","90.6","89.2","80.9","107.1","99.3","94.9","31.5","125.5","70.9","67.3","68.3","88.3","94.2","89.7","100.1","88.4","74.5","0.7","5.6","1.6","0.7","2.6","-2.5","-0.8","0.0","0.5","1.7","2.8","0.2","2.4","-4.7","0.6","-1.1","2.8","1.5","2.4","0.4","0.3","2.1","-5.3","3.8","22.3","1.7","-9.6","6.0","-10.1","-3.6","-1.9","4.5","3.2","10.3","4.4","15.6","10.2","1.9","-0.7","7.2","-0.8","1.1","0.9","3.8","3.6","-17.3","1.0","16.2","0.9","-1.9","2.1","-4.3","-0.7","0.8","0.9","0.3","3.5","1.0","2.8","0.2","0.7","0.9","3.2","0.0","0.4","0.7","0.2","2.6","-16.5","3.7","13.6","0.2","-5.9","2.7","-8.3","-2.4","-1.9","4.8","2.3","7.7","4.4","14.4","16.8","1.3","1.7","6.1","-1.2","-1.2","1.6","3.2","1.4","-19.9","0.67","0.04","0.25","0.01","0.28","-0.03","-0.01","0.00","0.38","0.19","0.12","0.01","0.15","-0.45","0.07","-0.08","0.12","0.07","0.14","0.03","0.00","0.03","-0.01","3.75","0.14","0.27","-0.17","0.64","-0.15","-0.05","-0.13","3.46","0.36","0.41","0.12","0.91","0.86","0.24","-0.05","0.29","-0.04","0.06","0.06","0.05","0.06","-0.02","1.00","0.10","0.13","-0.03","0.23","-0.06","-0.01","0.05","0.73","0.03","0.14","0.03","0.18","0.02","0.08","0.06","0.13","0.00","0.02","0.05","0.00","0.04","-0.02","3.67","0.09","0.02","-0.10","0.30","-0.13","-0.03","-0.13","3.67","0.26","0.31","0.12","0.84","1.38","0.17","0.12","0.25","-0.06","-0.07","0.12","0.04","0.02","-0.03"
"2008 MAR","84.0","93.9","107.3","249.5","87.4","265.0","88.2","88.9","80.2","105.7","96.6","94.1","31.4","124.3","71.0","68.2","66.0","88.4","91.2","90.1","99.2","85.2","76.3","-1.1","2.4","-3.1","-2.5","-4.0","3.6","-2.7","-0.3","-0.9","-1.3","-2.8","-0.9","-0.3","-1.0","0.1","1.3","-3.3","0.1","-3.2","0.4","-0.9","-3.6","2.4","2.3","26.9","-1.2","-11.9","1.7","-6.2","-4.6","-2.0","3.2","1.2","5.8","3.3","12.6","9.4","1.8","-0.1","4.4","-1.2","-2.5","1.4","4.5","1.0","-3.9","0.5","17.2","-0.2","-5.3","1.1","-4.1","-0.3","0.1","0.6","0.1","2.9","1.4","2.9","-2.0","0.3","0.6","4.4","-0.5","2.0","0.6","-1.4","-0.4","-18.5","3.2","21.0","-0.1","-9.8","3.0","-8.3","-3.3","-2.0","4.2","2.1","7.9","4.4","13.8","12.8","1.6","0.7","5.9","-1.5","-0.6","1.2","4.7","1.6","-16.3","-1.14","0.02","-0.47","-0.04","-0.44","0.05","-0.04","-0.02","-0.67","-0.15","-0.12","-0.02","-0.02","-0.09","0.01","0.09","-0.14","0.00","-0.18","0.03","-0.01","-0.06","0.00","2.34","0.17","-0.19","-0.22","0.18","-0.09","-0.06","-0.13","2.48","0.14","0.23","0.09","0.75","0.78","0.22","-0.01","0.18","-0.06","-0.15","0.09","0.06","0.02","0.00","0.54","0.11","-0.03","-0.09","0.12","-0.06","0.00","0.01","0.46","0.01","0.12","0.04","0.18","-0.19","0.04","0.04","0.18","-0.03","0.11","0.04","-0.02","-0.01","-0.02","3.24","0.13","-0.02","-0.18","0.33","-0.12","-0.04","-0.13","3.24","0.24","0.32","0.12","0.81","1.06","0.20","0.05","0.24","-0.08","-0.03","0.08","0.06","0.02","-0.02"
"2008 APR","84.7","93.6","109.8","245.9","89.8","273.9","90.1","87.8","80.8","108.7","99.7","91.5","32.4","124.9","70.9","67.4","66.9","87.7","90.7","90.3","101.4","87.3","86.5","0.9","-0.3","2.3","-1.4","2.7","3.4","2.2","-1.2","0.8","2.9","3.2","-2.7","3.0","0.5","-0.1","-1.2","1.3","-0.8","-0.5","0.2","2.2","2.5","13.2","2.9","27.4","2.1","-11.6","5.1","0.6","-2.3","-3.2","3.4","5.1","9.2","0.4","13.2","4.0","1.3","0.2","5.9","-1.8","-2.2","2.0","5.0","4.9","19.2","0.3","13.9","0.0","-4.5","0.9","-1.5","-0.8","-0.6","0.4","1.3","2.9","-0.1","3.6","-4.7","0.4","-0.2","3.1","0.1","1.4","0.8","-0.5","-0.9","-9.0","3.0","25.5","0.9","-11.0","4.2","-5.3","-3.5","-2.4","3.7","3.2","8.4","2.7","13.8","7.8","1.6","-0.2","5.8","-1.3","-1.2","1.4","4.4","3.2","-2.0","0.86","0.00","0.35","-0.02","0.29","0.05","0.03","-0.08","0.60","0.33","0.13","-0.07","0.20","0.04","-0.02","-0.08","0.05","-0.04","-0.03","0.01","0.03","0.04","0.01","2.91","0.17","0.32","-0.21","0.54","0.01","-0.03","-0.21","2.63","0.57","0.37","0.01","0.80","0.35","0.16","0.02","0.24","-0.10","-0.13","0.14","0.07","0.07","0.02","0.33","0.09","0.00","-0.07","0.10","-0.02","-0.01","-0.04","0.28","0.15","0.12","0.00","0.23","-0.44","0.05","-0.01","0.13","0.01","0.08","0.05","-0.01","-0.01","-0.01","3.00","0.16","0.13","-0.20","0.46","-0.08","-0.05","-0.16","2.85","0.36","0.33","0.07","0.82","0.66","0.21","-0.01","0.24","-0.07","-0.07","0.10","0.06","0.05","0.00"
"2008 MAY","83.9","93.4","108.7","252.8","89.6","248.0","88.5","87.2","80.0","106.4","96.7","92.1","32.2","125.8","70.6","66.3","66.1","87.0","88.8","90.4","97.3","84.7","94.0","-1.0","-0.3","-0.9","2.8","-0.3","-9.5","-1.8","-0.7","-1.0","-2.2","-3.0","0.6","-0.7","0.7","-0.4","-1.7","-1.2","-0.8","-2.1","0.2","-4.0","-3.1","8.7","1.4","27.9","-1.0","-11.7","2.9","-14.1","-4.0","-3.3","2.1","2.7","5.1","1.3","9.7","4.2","1.1","-1.4","4.2","-2.5","-4.9","3.0","1.4","1.5","27.7","-0.5","8.0","-1.0","-3.8","-0.7","-0.2","-1.5","-1.4","-0.3","0.7","0.3","-1.6","3.0","-3.4","0.1","-0.9","0.1","-0.5","-1.7","0.8","-0.9","-2.7","6.8","2.2","27.4","-0.1","-11.7","3.2","-6.7","-3.7","-2.8","2.9","3.0","6.7","1.6","11.8","5.8","1.4","-0.4","4.8","-1.8","-3.2","2.1","3.6","2.5","13.8","-0.98","0.00","-0.14","0.04","-0.03","-0.13","-0.02","-0.05","-0.79","-0.25","-0.13","0.02","-0.05","0.06","-0.05","-0.11","-0.05","-0.04","-0.12","0.01","-0.06","-0.05","0.01","1.40","0.17","-0.16","-0.21","0.31","-0.21","-0.05","-0.22","1.61","0.31","0.20","0.03","0.60","0.37","0.15","-0.10","0.17","-0.13","-0.28","0.21","0.02","0.02","0.03","-0.46","0.06","-0.16","-0.06","-0.08","0.00","-0.02","-0.09","-0.26","0.08","0.01","-0.04","0.19","-0.32","0.01","-0.06","0.00","-0.02","-0.10","0.06","-0.01","-0.04","0.01","2.22","0.17","-0.01","-0.21","0.34","-0.10","-0.05","-0.19","2.24","0.34","0.27","0.04","0.72","0.50","0.18","-0.03","0.19","-0.10","-0.19","0.15","0.05","0.04","0.01"
"2008 JUN","83.8","93.6","108.5","252.6","89.1","249.3","89.6","86.4","79.9","105.0","96.4","91.4","32.4","128.5","71.1","65.5","64.5","86.7","89.3","90.4","95.4","84.8","102.2","-0.1","0.3","-0.2","-0.1","-0.5","0.5","1.3","-0.9","0.0","-1.4","-0.3","-0.7","0.9","2.2","0.7","-1.2","-2.3","-0.3","0.6","-0.1","-2.0","0.2","8.7","1.1","28.5","0.1","-6.4","3.1","-13.9","-0.6","-3.3","1.5","0.8","4.4","-1.9","9.2","4.5","2.0","-3.1","1.7","-2.8","-3.9","3.1","-1.4","0.5","26.0","-0.4","3.0","0.0","-1.1","0.5","-1.5","-0.7","-2.2","-0.3","0.7","0.1","-3.0","3.4","-0.7","0.1","-2.1","-1.6","-0.8","-3.1","0.7","-1.7","-1.3","23.1","1.8","27.9","0.4","-10.0","3.7","-9.3","-2.3","-3.2","2.3","2.9","6.2","-0.1","10.7","4.2","1.5","-1.4","3.9","-2.4","-3.7","2.7","1.6","2.3","24.4","-0.12","0.00","-0.04","0.00","-0.06","0.01","0.02","-0.06","-0.03","-0.15","-0.01","-0.02","0.06","0.20","0.08","-0.08","-0.10","-0.01","0.03","0.00","-0.03","0.00","0.01","1.11","0.17","0.01","-0.11","0.33","-0.21","-0.01","-0.22","1.14","0.09","0.18","-0.05","0.58","0.41","0.25","-0.21","0.07","-0.15","-0.23","0.22","-0.02","0.01","0.03","-0.38","0.02","0.00","-0.02","0.05","-0.02","-0.01","-0.14","-0.26","0.08","0.00","-0.08","0.22","-0.06","0.01","-0.14","-0.07","-0.04","-0.18","0.05","-0.02","-0.02","0.02","1.80","0.17","0.06","-0.18","0.40","-0.14","-0.03","-0.22","1.79","0.32","0.25","0.00","0.66","0.37","0.19","-0.10","0.16","-0.12","-0.21","0.19","0.02","0.03","0.03"
"2008 JUL","83.3","94.3","109.2","239.1","90.1","253.1","92.7","85.5","79.3","102.6","94.5","90.7","32.6","125.1","70.5","64.9","65.5","86.5","89.3","90.0","97.9","85.5","93.6","-0.6","0.7","0.7","-5.3","1.2","1.5","3.4","-1.0","-0.9","-2.2","-2.0","-0.7","0.6","-2.6","-0.8","-0.9","1.5","-0.3","0.0","-0.4","2.7","0.7","-8.4","0.4","29.1","1.2","-12.9","5.1","-11.3","2.5","-3.6","0.4","-1.2","2.4","-0.6","9.0","-1.0","1.3","-4.6","2.7","-2.8","-2.8","2.5","4.0","2.7","18.6","-1.1","0.8","-0.4","-0.9","0.2","-5.6","0.7","-2.6","-1.1","-2.3","-2.7","-2.2","2.0","1.2","-0.3","-3.0","-2.5","-1.5","-3.1","0.3","-3.4","-2.3","22.1","1.0","28.5","0.1","-10.4","3.7","-13.1","-0.7","-3.4","1.3","0.8","4.0","-0.4","9.3","2.5","1.5","-3.0","2.9","-2.7","-3.9","2.9","1.3","1.6","24.0","-0.62","0.00","0.10","-0.09","0.13","0.02","0.04","-0.07","-0.67","-0.25","-0.08","-0.02","0.04","-0.24","-0.10","-0.06","0.06","-0.01","0.00","-0.03","0.04","0.01","-0.01","0.41","0.18","0.19","-0.23","0.54","-0.17","0.03","-0.23","0.28","-0.14","0.10","-0.02","0.57","-0.09","0.17","-0.31","0.11","-0.14","-0.16","0.17","0.05","0.04","0.02","-1.08","0.01","-0.06","-0.01","0.02","-0.08","0.01","-0.16","-0.86","-0.27","-0.11","-0.06","0.13","0.11","-0.03","-0.20","-0.11","-0.08","-0.18","0.02","-0.05","-0.03","0.02","0.97","0.17","0.01","-0.18","0.39","-0.20","-0.01","-0.22","1.01","0.09","0.16","-0.01","0.58","0.23","0.19","-0.21","0.12","-0.14","-0.22","0.20","0.02","0.02","0.03"
"2008 AUG","83.1","94.7","109.0","243.4","89.1","249.4","98.8","84.3","79.1","101.7","94.4","91.6","33.0","123.0","70.9","64.8","65.2","86.9","88.7","89.8","96.7","84.4","96.7","-0.3","0.4","-0.2","1.8","-1.1","-1.5","6.6","-1.4","-0.2","-0.9","0.0","0.9","1.2","-1.7","0.6","-0.2","-0.4","0.4","-0.7","-0.2","-1.2","-1.3","3.4","-0.5","29.6","-0.4","-8.5","1.2","-11.2","8.8","-4.3","-0.5","-3.0","0.8","-0.7","9.7","-3.4","1.6","-4.9","1.0","-2.3","-3.3","1.8","1.0","-0.1","9.6","-1.0","0.6","0.3","-1.8","0.6","-4.4","5.3","-2.9","-1.1","-3.6","-2.6","-1.4","2.2","0.4","0.0","-3.3","-1.9","-1.1","-1.2","-0.2","-2.6","-1.0","13.9","0.3","29.1","0.3","-9.3","3.1","-12.2","3.6","-3.7","0.5","-1.2","2.5","-1.1","9.3","0.0","1.6","-4.2","1.8","-2.6","-3.3","2.5","1.2","1.0","17.8","-0.28","0.00","-0.03","0.03","-0.13","-0.02","0.09","-0.09","-0.16","-0.10","0.00","0.03","0.08","-0.15","0.08","-0.01","-0.02","0.02","-0.04","-0.02","-0.02","-0.02","0.00","-0.53","0.18","-0.06","-0.14","0.13","-0.16","0.11","-0.28","-0.35","-0.34","0.03","-0.02","0.61","-0.32","0.20","-0.34","0.04","-0.12","-0.19","0.12","0.01","0.00","0.01","-0.99","0.00","0.04","-0.03","0.06","-0.06","0.07","-0.19","-0.85","-0.41","-0.11","-0.04","0.15","0.04","0.01","-0.22","-0.08","-0.05","-0.07","-0.02","-0.04","-0.01","0.02","0.33","0.17","0.05","-0.16","0.33","-0.18","0.05","-0.24","0.36","-0.13","0.10","-0.03","0.59","0.00","0.21","-0.29","0.07","-0.13","-0.19","0.17","0.02","0.02","0.02"
"2008 SEP","82.1","94.4","108.4","258.0","88.8","238.6","93.6","82.8","78.1","97.9","93.4","90.9","32.5","120.2","70.8","64.3","64.5","86.8","88.2","89.7","94.0","83.7","96.2","-1.2","-0.3","-0.5","6.0","-0.4","-4.3","-5.2","-1.8","-1.3","-3.7","-1.1","-0.7","-1.5","-2.2","-0.2","-0.8","-1.1","-0.1","-0.6","-0.1","-2.8","-0.8","-0.5","-1.9","29.2","0.0","-0.2","1.6","-14.1","3.2","-6.0","-2.2","-7.5","-0.2","-1.7","6.9","-6.5","1.4","-5.7","-0.2","-1.7","-3.8","1.4","-3.6","-2.4","3.4","-1.6","1.0","-0.1","-1.4","-0.2","-3.9","6.3","-3.4","-1.8","-5.6","-3.6","-0.7","1.3","-2.8","-0.1","-2.6","-1.1","-0.5","-0.9","-0.6","-1.8","-1.3","1.4","-0.7","29.3","0.3","-7.3","2.6","-12.2","4.8","-4.6","-0.8","-4.0","1.0","-1.0","8.5","-3.7","1.4","-5.1","1.2","-2.2","-3.3","1.9","0.4","0.0","10.1","-1.19","0.00","-0.08","0.09","-0.04","-0.06","-0.07","-0.11","-0.98","-0.40","-0.05","-0.02","-0.10","-0.20","-0.02","-0.05","-0.05","-0.01","-0.03","0.00","-0.04","-0.01","0.00","-1.90","0.17","0.01","0.00","0.17","-0.20","0.04","-0.39","-1.68","-0.86","-0.01","-0.05","0.44","-0.61","0.17","-0.39","-0.01","-0.09","-0.22","0.09","-0.05","-0.04","0.00","-1.60","0.01","-0.02","-0.02","-0.02","-0.05","0.08","-0.21","-1.38","-0.63","-0.15","-0.02","0.09","-0.26","-0.02","-0.17","-0.05","-0.02","-0.05","-0.04","-0.02","-0.02","0.00","-0.68","0.18","0.04","-0.12","0.28","-0.18","0.06","-0.30","-0.59","-0.45","0.04","-0.03","0.54","-0.34","0.18","-0.35","0.05","-0.12","-0.19","0.13","0.01","0.00","0.01"
"2008 OCT","81.9","94.4","108.2","241.1","89.1","256.6","90.3","81.7","77.9","96.0","91.7","89.6","33.3","117.8","70.4","65.7","65.2","87.2","88.8","90.2","93.6","82.6","100.3","-0.2","-0.1","-0.2","-6.6","0.4","7.5","-3.5","-1.3","-0.2","-2.0","-1.8","-1.4","2.3","-2.0","-0.6","2.2","1.1","0.4","0.7","0.5","-0.4","-1.3","4.2","-2.0","27.4","-0.5","-10.6","1.9","-5.5","-1.1","-7.8","-2.1","-9.1","-2.1","-4.3","11.4","-8.0","0.0","-2.1","2.7","-0.9","-3.0","1.4","-7.1","-2.1","0.7","-1.6","0.8","-0.3","-0.3","-0.7","-0.8","4.4","-4.0","-1.7","-5.8","-2.8","-0.8","1.7","-4.8","0.0","-0.9","-0.6","0.2","-0.6","-0.4","-2.1","-1.7","1.2","-1.5","28.7","-0.3","-6.5","1.6","-10.3","3.6","-6.0","-1.6","-6.6","-0.5","-2.2","9.3","-6.0","1.0","-4.3","1.1","-1.6","-3.4","1.5","-3.3","-1.5","4.4","-0.24","0.00","-0.03","-0.11","0.04","0.10","-0.05","-0.08","-0.14","-0.21","-0.07","-0.04","0.16","-0.18","-0.08","0.14","0.05","0.02","0.04","0.04","-0.01","-0.02","0.01","-2.03","0.17","-0.08","-0.18","0.20","-0.08","-0.01","-0.50","-1.62","-1.03","-0.08","-0.12","0.71","-0.74","0.00","-0.14","0.11","-0.05","-0.17","0.10","-0.10","-0.03","0.00","-1.59","0.01","-0.04","0.00","-0.08","-0.01","0.06","-0.25","-1.31","-0.65","-0.11","-0.02","0.12","-0.44","0.00","-0.06","-0.02","0.01","-0.03","-0.03","-0.03","-0.03","0.00","-1.49","0.17","-0.04","-0.11","0.17","-0.15","0.05","-0.39","-1.22","-0.74","-0.02","-0.06","0.59","-0.55","0.13","-0.29","0.05","-0.08","-0.19","0.11","-0.05","-0.02","0.01"
"2008 NOV","80.8","93.4","104.3","234.8","85.7","246.9","87.4","79.5","77.4","94.0","90.2","88.9","34.2","114.4","70.9","64.5","63.8","87.9","88.1","89.8","92.2","82.6","95.9","-1.3","-1.0","-3.6","-2.6","-3.8","-3.8","-3.2","-2.7","-0.7","-2.2","-1.6","-0.8","2.7","-2.8","0.8","-1.8","-2.1","0.8","-0.8","-0.4","-1.6","0.0","-4.3","-3.9","21.9","-4.6","-11.4","-2.9","-10.1","-3.8","-10.7","-3.3","-11.3","-4.8","-4.8","12.8","-12.4","0.5","-3.3","-1.0","-0.1","-3.3","0.6","-9.4","-5.5","1.0","-2.2","-0.1","-1.8","-0.2","-1.8","-1.3","-3.5","-4.8","-2.0","-6.9","-3.5","-1.5","2.0","-6.4","-0.2","-0.4","-0.8","0.6","-0.8","-0.1","-3.5","-2.3","0.0","-2.6","26.1","-1.7","-7.5","0.2","-9.9","-0.5","-8.2","-2.5","-9.3","-2.4","-3.6","10.3","-9.0","0.6","-3.7","0.5","-0.9","-3.4","1.1","-6.8","-3.4","1.6","-1.29","-0.01","-0.56","-0.04","-0.43","-0.05","-0.04","-0.16","-0.54","-0.23","-0.07","-0.02","0.19","-0.25","0.10","-0.12","-0.09","0.04","-0.04","-0.03","-0.02","0.00","-0.01","-3.86","0.14","-0.69","-0.19","-0.31","-0.14","-0.05","-0.69","-2.59","-1.27","-0.20","-0.13","0.81","-1.16","0.06","-0.22","-0.04","-0.01","-0.19","0.04","-0.13","-0.08","0.00","-2.15","0.00","-0.27","0.00","-0.20","-0.02","-0.05","-0.30","-1.58","-0.76","-0.14","-0.04","0.14","-0.58","-0.02","-0.02","-0.03","0.03","-0.05","-0.01","-0.05","-0.03","0.00","-2.60","0.16","-0.26","-0.12","0.02","-0.14","-0.01","-0.53","-1.97","-1.05","-0.10","-0.10","0.65","-0.84","0.08","-0.25","0.02","-0.05","-0.19","0.08","-0.09","-0.05","0.00"
"2008 DEC","80.4","92.7","103.9","234.0","85.1","243.7","90.0","77.0","77.2","91.7","88.8","89.0","34.4","116.5","71.0","64.2","63.6","88.2","88.3","89.3","92.1","83.2","88.0","-0.5","-0.8","-0.4","-0.3","-0.7","-1.3","3.0","-3.1","-0.3","-2.4","-1.5","0.0","0.4","1.8","0.1","-0.5","-0.4","0.4","0.2","-0.6","-0.1","0.6","-8.2","-4.7","13.6","-5.2","-12.6","-4.1","-9.8","1.2","-13.8","-4.0","-13.6","-7.5","-4.0","11.3","-11.0","0.3","-6.2","-0.9","-0.9","-1.1","-0.1","-8.6","-7.0","1.0","-2.1","-1.0","-3.1","-4.1","-3.0","0.8","-6.1","-5.7","-1.6","-6.8","-4.1","-2.1","3.8","-5.3","0.0","0.2","-1.3","1.2","-0.4","-0.1","-3.8","-2.0","-0.8","-3.5","20.8","-3.4","-11.5","-1.7","-8.5","-1.2","-10.8","-3.1","-11.3","-4.8","-4.3","11.8","-10.5","0.3","-3.9","0.3","-0.7","-2.5","0.7","-8.4","-4.9","0.9","-0.46","-0.01","-0.06","-0.01","-0.08","-0.02","0.04","-0.19","-0.20","-0.25","-0.06","0.00","0.03","0.15","0.01","-0.04","-0.01","0.02","0.01","-0.04","0.00","0.01","-0.01","-4.71","0.09","-0.79","-0.21","-0.45","-0.14","0.02","-0.89","-3.09","-1.53","-0.30","-0.11","0.72","-1.03","0.04","-0.42","-0.04","-0.05","-0.06","-0.01","-0.12","-0.11","0.00","-2.12","-0.01","-0.48","-0.06","-0.34","0.01","-0.08","-0.35","-1.28","-0.74","-0.17","-0.06","0.26","-0.48","0.00","0.01","-0.05","0.06","-0.02","0.00","-0.05","-0.03","0.00","-3.54","0.13","-0.52","-0.19","-0.19","-0.12","-0.02","-0.70","-2.44","-1.28","-0.20","-0.12","0.75","-0.98","0.04","-0.26","0.01","-0.03","-0.14","0.05","-0.12","-0.08","0.00"
"2009 JAN","79.7","92.5","101.3","235.6","82.4","238.1","88.3","74.5","76.9","92.7","89.0","85.7","33.8","113.4","71.9","63.1","62.0","88.6","88.1","88.4","95.1","86.3","82.9","-0.9","-0.2","-2.5","0.7","-3.2","-2.3","-1.9","-3.3","-0.4","1.1","0.2","-3.7","-1.7","-2.6","1.3","-1.6","-2.6","0.4","-0.1","-1.1","3.3","3.8","-5.9","-5.6","6.6","-7.1","-7.4","-7.3","-9.3","-3.4","-16.4","-4.4","-11.9","-7.8","-9.5","9.7","-13.9","1.9","-7.3","-6.7","1.8","-4.2","-1.1","-4.6","-0.3","5.3","-2.4","-1.7","-5.0","-5.1","-5.2","-2.1","-6.0","-7.1","-1.5","-5.9","-4.1","-3.1","3.5","-4.6","0.8","-1.6","-2.9","1.5","-0.5","-0.8","-1.8","0.6","-9.0","-4.7","13.7","-5.6","-10.5","-4.8","-9.7","-2.0","-13.6","-3.9","-12.3","-6.7","-6.1","11.3","-12.4","0.9","-5.6","-2.9","0.2","-2.9","-0.2","-7.6","-4.3","2.3","-0.91","0.00","-0.39","0.01","-0.34","-0.04","-0.03","-0.20","-0.31","0.11","0.01","-0.10","-0.11","-0.21","0.17","-0.11","-0.11","0.02","-0.01","-0.08","0.04","0.06","-0.01","-5.57","0.04","-1.10","-0.15","-0.76","-0.16","-0.04","-1.10","-3.42","-1.34","-0.32","-0.25","0.56","-1.22","0.25","-0.50","-0.27","0.09","-0.25","-0.08","-0.06","0.00","0.01","-2.44","-0.01","-0.79","-0.11","-0.56","-0.04","-0.08","-0.46","-1.19","-0.63","-0.17","-0.08","0.22","-0.38","0.10","-0.11","-0.12","0.08","-0.03","-0.06","-0.02","0.01","-0.01","-4.71","0.09","-0.88","-0.23","-0.50","-0.17","-0.03","-0.91","-3.02","-1.39","-0.27","-0.16","0.65","-1.08","0.12","-0.38","-0.11","0.01","-0.17","-0.01","-0.11","-0.07","0.00"
"2009 FEB","79.6","91.9","101.3","234.4","82.6","232.2","90.1","72.6","76.9","91.3","86.2","85.7","34.0","118.4","71.8","63.5","61.5","88.7","88.0","87.9","95.4","85.9","77.2","-0.1","-0.7","0.1","-0.5","0.3","-2.5","2.0","-2.5","0.1","-1.5","-3.2","0.0","0.7","4.3","-0.1","0.5","-0.8","0.2","-0.2","-0.5","0.3","-0.4","-6.8","-6.3","0.2","-8.5","-8.4","-9.3","-9.2","-0.6","-18.6","-4.9","-14.7","-13.2","-9.7","7.9","-5.7","1.3","-5.7","-9.9","0.5","-6.6","-2.1","-4.7","-2.7","3.6","-2.0","-1.8","-4.5","-4.1","-5.1","-3.8","-1.1","-8.1","-1.0","-4.3","-4.1","-3.4","2.1","-1.2","1.2","-2.0","-3.4","1.4","-0.3","-1.6","1.0","2.6","-15.1","-5.5","6.5","-6.9","-9.5","-6.9","-9.4","-1.0","-16.3","-4.4","-13.4","-9.6","-7.8","9.6","-10.3","1.2","-6.4","-5.9","0.5","-4.0","-1.1","-6.0","-3.4","3.2","-0.10","-0.01","0.01","-0.01","0.04","-0.04","0.03","-0.15","0.05","-0.16","-0.13","0.00","0.05","0.35","-0.01","0.04","-0.03","0.01","-0.01","-0.04","0.00","-0.01","-0.01","-6.29","0.00","-1.33","-0.18","-0.99","-0.15","-0.01","-1.23","-3.73","-1.67","-0.55","-0.26","0.46","-0.47","0.16","-0.38","-0.41","0.03","-0.40","-0.14","-0.06","-0.04","0.00","-2.03","-0.01","-0.71","-0.09","-0.55","-0.06","-0.01","-0.51","-0.79","-0.45","-0.16","-0.09","0.14","-0.10","0.16","-0.13","-0.14","0.07","-0.02","-0.11","0.01","0.04","-0.02","-5.53","0.04","-1.08","-0.20","-0.73","-0.16","-0.01","-1.09","-3.41","-1.52","-0.39","-0.20","0.56","-0.88","0.15","-0.44","-0.24","0.02","-0.24","-0.07","-0.08","-0.05","0.00"
